id,target,task_a_label
881t,"All die vorgenannten Punkte tragen zur Verbesserung der sozialen und ökologischen Auswirkungen unserer Produkte und Dienstleistungen bei.context:['In unserem Haus gibt es ein betriebliches Vorschlagswesen.', 'Zahlreiche Vorschläge zur Verbesserung von Arbeitsabläufen oder zu Einsparungen im Betrieb stammen von unseren Mitarbeitern.', 'Diese „Freude am Mitgestalten"" wird gefördert und belohnt.']",class10
882t,"Auch Umschulungen bzw. funktionsübergreifende Versetzungen sind möglich.context:['Die Nachhaltigkeit beginnt bei der eigenen Ausbildung von Nachwuchskräften und setzt sich über geeignete Weiterbildungsmaßnahmen fort.', 'Diese können fachlich bezogen sein (bspw. Ausbildung zum Reinraum-Techniker) oder persönlichkeitsbezogen (bspw. Einzel-Coaching für Nachwuchsführungskräfte).', 'Überall, wo es geht, versuchen wir alters- bzw. leidensgerechte Arbeitsplätze zur Verfügung zu stellen, um unseren Beschäftigten eine möglichst lange Ausübung ihrer jeweiligen Berufe zu ermöglichen.']",class1
883t,"Unser im Vorjahr definiertes Ziel weiter alle geltenden Gesetze und Richtlinien zu achten sowie den Datenschutz von Kundendaten zu gewährleisten konnte erfüllt werden.context:['Hinweise zum Datenschutz stehen für alle Mitarbeiterinnen und Mitarbeiter zugänglich in unserem internen :response-Manual oder können bei unserem Datenschutzbeauftragten erfragt werden.', 'So werden Risiken in Bezug auf Datenschutz innerhalb der Projekte minimiert.', 'Für 2017 wurde der Datenschutz weiter formalisiert, Prozesse neu geregelt, dokumentiert und auf Erfüllung gesetzlicher Anforderungen überprüft.']",class20
884t,"Beide profitieren von der Nähe und Kompetenz.context:['Als [ORG] setzen wir uns für eine zukunftsfähige Entwicklung der Stadt Oberhausen ein.', 'Nur wenn es der Region gut geht, können wir als regional verankertes Kreditinstitut erfolgreich sein und Leistungen für Menschen und Wirtschaft bereitstellen.', 'Die [ORG] nimmt die Gelder von ihren Kunden vor Ort entgegen und leiht diese auch wieder vor Ort an die Unternehmen aus.']",class2
885t,"Bestehende Unterschiede gibt es ggf. hinsichtlich der Qualifikation und Erfüllung der Anforderung der Stelle.context:['Die Vergütung der Mitarbeiter/innen bei der [ORG] ist angemessen und basiert auf dem Tarifvertrag für die [ORG] und [ORG] sowie die [ORG].', 'Eine Differenzierung nach Herkunft, Hautfarbe, Nationalität, Religionszugehörigkeit, Geschlecht oder körperlicher Behinderung ist weder nach der tariflichen noch nach der betrieblichen Vergütungssystematik zulässig.', 'Durch die tarifliche Vergütung wird sichergestellt, dass es keine signifikanten Gehaltsunterschiede in gleichartigen Positionen gibt.']",class15
886t,"Wir nehmen regelmäßig an ausführlichen Compliance- und Geldwäscheschulungen teil, die über die Platform [LINK] erfolgen.context:['Unser Compliance-Management ist an unser Haftungsdach [ORG] ausgelagert, welches ebenfalls die Umsetzung der Compliancemaßnahmen überprüft.', 'Die getätigten Trades werden durch uns geprüft.', 'Darüberhinaus handeln unsere Angestellten aus Vorsichtsgründen und zur Vermeidung von Interessenskonflikten nicht mit Wertpapieren.']",class20
887t,"Unser politisches Engagement konzentriert sich überwiegend auf Wahljahre.context:['Die [ORG] hält die Stärkung der Demokratie für einen wichtigen Aspekt der gesellschaftlichen Verantwortungsübernahme.', 'Dementsprechend unterstützen wir lediglich Politiker und Parteien, die sich klar demokratisch positionieren.', 'Zudem begünstigen wir hauptsächlich lokale Politiker, die sich für die Attraktivität der Metropolregion Rhein-Neckar einsetzen.']",class19
888t,"Aus der Geschäftstätigkeit und den Geschäftsbeziehungen werden keine Risiken bezüglich Korruption und Bestechung erkannt.context:['Ein Rechtskataster wurde erstellt und die regelmäßige Aktualisierung bzw. Informationen zu relevanten Gesetzen werden hier vermerkt.', 'Die Inhaberin informiert sich regelmäßig über Erscheinungsformen der Korruption und ist auch für dieses Thema verantwortlich.', 'Die Inhaberin handelt als Einzelunternehmerin.']",class20
889t,"Als Datengrundlage für [ORG] dient die jährliche Nebenkostenabrechnung.context:['[ORG] als Bürostandort wird innerhalb des Energie- und Umweltmanagements aufgrund der Geringfügigkeit der Verbräuche nicht regelmäßig mittels Kennzahlen überprüft.', 'Die Daten werden jährlich erfasst und fließen in die Berechnung der Klimaemissionen der [ORG] Gruppe ein.', 'Alle verwendeten Daten werden mittels vergleichbarer Zähler- und Abrechnungsdaten erhoben.']",class7
890t,"Der Aufsichtsrat legte gemäß 9 Abs. 4 GenG für die Besetzung des Vorstands und des Aufsichtsrates mit Frauen eine Zielgröße von jeweils 30 Prozent fest.context:['Die [ORG] gewährt allen Mitarbeitern mit vergleichbaren Voraussetzungen gleiche Qualifizierungs- und Aufstiegsmöglichkeiten, unabhängig von den zuvor genannten Diversity-Faktoren.', 'Im Rahmen der bestehenden Möglichkeiten fördert sie den Einsatz von qualifizierten Frauen in Führungspositionen der Bank.', 'Der Vorstand legte gemäß 9 Abs. 3 GenG für die Besetzung der ersten (Bereichsleiter und Regionaldirektoren) und zweiten (stellvertretende Bereichsleiter, Teilbereichsleiter und Filialdirektoren) Führungsebene mit Frauen eine Zielgröße von 27 Prozent fest.']",class15
891t,"Über einen Steuerkreis, in dem neben der Personalleitung und der kaufmännischen Leitung auch der Betriebsrat vertreten ist, wird monatlich die Kennzahlentwicklung überwacht und es werden bei nachhaltig negativen Entwicklungen mit den Bereichsleitern Maßnahmen zum Gegensteuern erarbeitet.context:['Relevante Bewertungsaspekte sind neben bereichsspezifischen Kennzahlen auch unternehmensübergreifende Kriterien wie die Produktivität und die Kundenzufriedenheit, die in allen Bereichen in die Prämie einfließen.', 'Über ein Punktesystem kann für die Mitarbeiter nachvolliehbar ein Prämienwert ermittelt werden.', 'Nach einer erfolgreich abgeschlossenen Testphase ist diese Prämie ab Herbst 2018 Teil der Entlohnung.']",class8
892t,"Dabei wurde auch der betriebliche Umweltschutz als strategisches Handlungsfeld für die Strategie festgelegt.context:['Im Jahr 2018 führten wir eine Portfolioanalyse unserer Kapitalanlagen anhand von Nachhaltigkeitskriterien durch und nahmen in diesem Zuge das Thema Nachhaltige Kapitalanlagen als eigenes Handlungsfeld in unsere Strategie auf.', '2019 führten wir Vorstandsinterviews sowie Workshops mit Führungskräften und dem Gesamtvorstand des [ORG] zu den Schwerpunkten der Nachhaltigkeitsstrategie durch.', 'Ziel war es, unseren Beitrag zu den Sustainable Development Goals der Vereinten Nationen (SDGs, s. Kriterium 3) herauszuarbeiten und damit die vorhanden wesentlichen Themen und Handlungsfelder auf Aktualität zu überprüfen und zu schärfen.']",class1
893t,"Die [ORG] erwartet, dass die Geschäftspartner ökonomische, ökologische, ethische und soziale Mindestanforderungen sowie die gesetzlichen nationalen Normen und internationalen Standards wahren und achten.context:['Richtlinien für Lieferanten und Dienstleister', 'Hinsichtlich der betrieblichen Investitionen, der Beschaffung von Geschäftsmaterial oder der Unterhaltung der Gebäude usw. vergeben wir Aufträge vornehmlich an Partner in der [ORG] und regionale kleine und mittlere Unternehmen (siehe Kriterium 4).', 'Die Ethikrichtlinie unseres zentralen Werbemittelpartners, des Deutschen [ORG], bestätigt eine Null-Toleranz-Politik gegenüber Menschenrechtsverletzungen.']",class17
894t,"Weiterhin trägt die GmbH durch die jährliche Veranstaltung des internationalen [NAME] zur kulturellen Vielfalt der Region Harz in drei Bundesländern bei.context:['Die [ORG] ist Mitglied im [ORG], im [ORG] und ist Kooperationspartner der [ORG].', 'Somit ist sie neben ihrem Kerngeschäft als Bildungseinrichtung ein wesentlicher Leistungsträger der Tourismuswirtschaft im Harz.', 'Sie ist weiterhin ein wesentlicher Förderer der [ORG]/[ORG], welche sie permanente Generierung von Spendengeldern regelmäßig unterstützt.']",class18
895t,"Diese Werte sind im Verhaltenskodex der [ORG] festgeschrieben und für sämtliche Mitarbeiter verbindlich.context:['Dazu gehört für uns, keine Mitarbeiter aufgrund ihres Geschlechts, ihrer Herkunft, Nationalität, ihrer Weltanschauung, sexuellen Neigung, ihres Alters oder Aussehens zu diskriminieren.', 'Die Verschiedenheit der Menschen und ihrer Fähigkeiten ist eine Stärke unseres Unternehmens.', 'Daher fördern wir unsere Mitarbeiter nach ihren individuellen Möglichkeiten.']",class15
896t,"Wesentliche Risiken im Bezug auf Sozialbelange, die mit unserer Geschäftstätigkeit verknüpft sind, sehen wir nicht.context:['Der Beitrag der [ORG] zum Gemeinwesen in unseren beiden Landkreisen spiegelt sich in unserer Geschäftsstrategie sowie in den jährlichen Etatplanungen bzgl. der Spenden und des Sponsorings wieder.', 'Hier werden jährlich unsere Ziele konzeptionell festgehalten und auch controlled.', 'Ein gesondertes Konzept ist deshalb für unser Haus gegenwärtig und auch in Zukunft nicht erforderlich.']",class18
897t,"Die [ORG] erstellt zudem eine jährliche Klima- und Ressourcenbilanz Ihrer Abfallströme.context:['Übergeordnete Umweltziele wie die Reduzierung der Treibhausgasemissionen werden in den Klimaschutzvereinbarungen mit dem Land Berlin, über die ein jährliches Monitoring erstellt wird, sowie in der internen Energiestrategie festgelegt.', 'Abfallwirtschaftliche sowie personelle und soziale Zielsetzungen sind auch Bestandteil des Nachhaltigkeitsberichts, der ca. alle drei Jahre erscheint.', 'Nachhaltigkeitskennzahlen werden zudem in den jährlichen Geschäftsberichten veröffentlicht; jährlich erscheinen auch Abfallbilanzen und Emissionsberichte.']",class7
898t,"Sollten diese nicht erreicht werden, intensivieren wir Schulungs- und Kommunikationsangebote.context:['In dem Vergütungssystem der [ORG] sind keine Nachhaltigkeitsziele integriert.', 'Ein solches Vergütungssystem ist nicht geplant.', 'Im Rahmen unseres CSR-Teams werden die Ergebnisse der Mitarbeiter- und Stakeholderbefragungen besprochen und die Erreichung der vereinbarten Ziele kontrolliert.']",class8
899t,"Auch nicht mehr mobile Senioren können sich so mit Ihrem Rechtsanwalt treffen.context:['Auf Wunsch werden die Dokumente beim zentralen Vorsorgeregister der Bundesnotarkammer hinterlegt.', 'Die dafür anfallenden Kosten übernimmt die [ORG].', 'Der mobile Rechtsanwalt besucht die Senioren bei sich zu Hause, so dass diese keinen Aufwand haben']",class10
900t,"Jeden Kundenimpuls nehmen wir ernst und klären ihn fallabschließend.context:['Wir leiten hieraus folgende Anspruchsgruppen ab:', 'Kunden/innen sowie Bürger/innen unseres Geschäftsgebietes Wir führen regelmäßig mit unseren Kunden/innen Zufriedenheitsbefragungen u.a. über den [ORG] durch und erfahren, wie wir im Verhältnis zu den Vorjahren und zum Wettbewerb bewertet werden.', 'Seit vielen Jahren unterhalten wir ein Kundenimpulsmanagement.']",class9
901t,"Bei der Direktinvestition finden die internen Anlagegrundsätze Berücksichtigung, die Nachhaltigkeitskriterien beinhalten.context:['Schadenregulierungen und Rückversicherungen folgen den zyklischen Wertschöpfungsprozessen und werden intern abgedeckt, ebenso die Steuerung der Anlage der Versicherungsbeiträge unserer Kunden.', 'Es gibt unterschiedliche Wege, um Investitionen zu tätigen.', 'Bei den [ORG] wird zum einen direkt vom Kapitalanlagen-Asset-Management am Kapitalmarkt investiert und zum anderen in Fonds investiert, deren Fondsmanager die Auswahl der Vermögenswerte in einem vorgegebenen Rahmen trifft.']",class4
902t,"Da in diesem Bereich bisher keine Ziele definiert wurden, findet hierzu auch keine Berichterstattung bzgl. einer Zielerreichung statt.context:['Eine Benachteiligung in der Lohnzahlung bei gleicher Arbeitsleistung soll dadurch vermieden werden.', 'Bei guter Geschäftslage/guten Geschäftsergebnissen werden mitarbeiter-/ arbeitsplatzbezogene Sondergratifikationen gezahlt.', 'Weitere Maßnahmen und Strategien hängen von der wirtschaftlichen Lage und dem äußeren Umfeld ab (Corona), sind jedoch auf Grund der aktuellen Lage nicht geplant.']",class15
903t,"Die [ORG] berät unabhängig davon, ob die beratene Institution selbst beispielsweise durch eine Weisung eines Parlaments beeinflusst ist oder nicht.context:['Als Beratungsunternehmen für die öffentliche Hand sind für die [ORG] grundsätzlich alle Gesetzgebungsverfahren von Interesse, sofern diese zu einer erhöhten oder verminderten Investitionsbereitschaft der öffentlichen Verwaltung führen können.', 'Vor diesem Hintergrund verpflichtet sich die [ORG] durch ihre Satzung zu strikter Neutralität, betreibt kein Lobbying und ist in keiner politischen Organisation Mitglied.', 'Politiker und Parteien oder damit verbundene Einrichtungen werden weder finanziell noch mit Sachleistungen unterstützt.']",class19
904t,"Die Ergebnisse hieraus werden uns in die Lage versetzen, unsere bisherigen Nachhaltigkeitsleistungen mit dem Wettbewerb zu vergleichen (Benchmarking) und das Ambitionsniveau in den sechs Handlungsfeldern (vgl. Ausführungen unter Kriterium 2) festzulegen.context:['Steuerung und Kontrolle von Nachhaltigkeitszielen - Ausblick', 'Der Nachhaltigkeitsprozess wird sich in der [ORG] zur Daueraufgabe entwickeln.', 'Zur weiteren Systematisierung und Entwicklung unseres Nachhaligkeitsmanagements werden wir den Nachhaltigkeits-Kompass der [ORG] nutzen.']",class7
905t,"Der [ORG] bietet dadurch eine Plattform, auf welcher verschiedenste gesellschaftliche Akteure im Rahmen der Nationalen Nachhaltigkeitswoche Aktionen eintragen und sich vernetzen können.context:['Als konkrete Beiträge zum Gemeinwesen können hier die Projekte [NAME] (seit Mitte 2016 unter dem Titel „[NAME]“) und die Aktionstage Nachhaltigkeit mit der Initiierung der Partnerkampagne [NAME] genannt werden.', 'Sie werben bundesweit für Aktionen, Ideen und Projekte in Kommunen und Regionen.', 'Der [ORG] ist Initiator, tatsächlich Gestaltende sind zivilgesellschaftliche Akteure, Träger schulischer und außerschulischer Bildung, kommunale Akteure und Unternehmen.']",class18
907t,"Bei der Auswahl von Partnern ist das Bekenntnis zur Nachhaltigkeit entscheidend.context:['Anders als Unternehmen z. B. des Industriesektors ist die Wertschöpfungskette eines Dienstleisters im Bereich Unternehmensberatung eher überschaubar.', 'Die von [ORG] angebotenen Beratungsleistungen werden überwiegend mit eigenen Ressourcen erarbeitet.', 'Darüber hinaus arbeiten wir projektbezogen auch standort- und disziplinübergreifend nach Bedarf mit externen Dienstleistern zusammen.']",class4
908t,"Dadurch stellt derzeit der Verbrauch an Wärme die größte Emissionsquelle dar.context:['Als wichtiges Treibhausgas ist Kohlendioxid (CO2) wesentlicher Bestandteil der Bilanzierung klimarelevanter Umweltauswirkungen.', 'Die Emissionen werden vor allem durch den Energieverbrauch (Strom und Wärme) verursacht.', 'Für die Liegenschaften bezieht die [ORG] Ökostrom.']",class13
909t,"Die [ORG] spendet nicht an Parteien oder Politiker und engagiert sich nicht politisch. context:['Die [ORG] unterliegt allen für die Finanzbranche relevanten Gesetzgebungsbestimmungen.', 'Dazu zählen insbesondere die Datenschutzgrundverordnung (DSGVO), die Mindestanforderungen an das Risikomanagement (MaRisk), die Mindestanforderungen an die Compliance (MaComp), die Basel I-III Richtlinien, die Rechtsprechung des Bundesgerichtshofs (insbesondere des 11. Senats), das Kreditwesengesetz (KWG) und die Liquiditätsverordnung (LiqV).', 'Zusätzlich gelten für sie besondere [ORG] Bestimmungen, die sich aus dem [ORG] ergeben.']",class19
910t,"Die neue Wesentlichkeitsmatrix (s. Nachhaltigkeitsbericht 2019 auf Seite 32) wurde 2019 vom Vorstand in ihrer Gültigkeit bestätigt.context:['Das [ORG] am Standort Frankfurt sowie das Management der vollkonsolidierten Beteiligungen und Vertreter unserer wichtigsten Stakeholder (Fluggesellschaften, Passagiere, Geschäftspartner, Bankenvertreter, Anteilseigner, Analysten, Investoren, Beschäftigte, Arbeitnehmervertreter, Politik und Behörden, Wirtschaftsverbände, Wissenschaft, NGOs, Flughafenanwohner, Medien) bewerteten in einer Online-Befragung die Relevanz der 14 Nachhaltigkeitsthemen für die Zukunftsfähigkeit des Unternehmens.', 'Zusäzlich wurde das [ORG] gebeten, die ökonomischen, ökologischen und gesellschaftlichen Auswirkungen der [ORG] auf die Themen zu bewerten.', 'Die befragten Personen hatten zudem die Möglichkeit, weitere wesentliche Themen für die Zukunftsfähigkeit der [ORG] zu benennen – diese ließen sich jedoch vollständig unter die definierten Handlungsfelder subsummieren.']",class3
911t,"Außerdem versuchen wir vermehrt uns gesellschaftlich zu engagieren und weitere Kooperationen aufzubauen.context:['Derzeit gibt es keinen definierten Prozess, wie [ORG] ihre wichtigsten Anspruchsgruppen identifiziert.', 'Vielmehr bauen wir dabei auf Erfahrungen und die Pflege relevanter Stakeholderbeziehungen.', 'Zu den wichtigsten identifizierten Stakeholdern zählen unsere Mitarbeiter, Kunden sowie Lieferanten von Emissionsrechten oder Betreiber von Klimaschutzprojekten.']",class9
912t,"Unterstützt werden die Maßnahmen durch das Angebot einer individuellen Altersvorsorge mit externen Anbietern.context:['Insbesondere sind hier die Vereinbarungen zur Arbeitszeit, zum mobilen Arbeiten und zur Pflege von Angehörigen sowie zur Vereinbarkeit von Familie und Beruf zu nennen.', 'So werden betroffenen Mitarbeitenden zum Beispiel über die gesetzlichen Anforderungen hinaus beim Eintritt eines familiären Pflegefalls bis zu zehn Tage Freistellung bei vollem Lohnausgleich gewährt.', 'Zur variablen Planung der Arbeitszeit besteht nicht nur eine Gleitzeitvereinbarung, sondern auch in der BV zur Altersteilzeit die Möglichkeit zur Führung eines Arbeitszeitkontos zur längerfristigen Planung der Lebensarbeitszeit.']",class14
913t,"Durch den vermehrten Einsatz von papierlosen Kommunikationsmitteln wird hingegen der Ressourcenverbrauch kontinuierlich gesenkt.context:['Da es sich bei einer Versicherung um ein immaterielles Produkt handelt, werden die ökologischen Wirkungen der Produkte und Dienstleistungen von [ORG] übergreifend als unwesentlich bewertet.', 'Im Rahmen der Mobilitätsdienstleistungen werden Emissionen durch Einsatz- und Abschleppfahrten verursacht.', 'Außerdem wird über Kfz-Schutzbriefe die Nutzung des Autos tendenziell forciert.']",class10
914t,"Hier können Ausnahmen der oben genannten Kriterien gemacht werden, wenn es sachliche Gründe dafür gibt.context:['Dabei wird insbesondere darauf geachtet, dass die dienstleistenden Firmen, wenn möglich, einen regionalen Bezug (Bonn und Umgebung) haben, um die Wirtschaftlichkeit der Region zu stärken.', 'Zudem müssen Kriterien erfüllt sein, die zum Beispiel Menschenrechte, Einsatz von erneuerbaren Energien, möglichst kurze Versandwege und klimaneutrale Produktionen berücksichtigen.', 'Neben den ökologischen Aspekten sind auch ökonomische Kriterien zu beachten.']",class6
915t,"Konkrete Ziele werden wegen der Automatisierungseffekte nicht gesetzt.context:['Die Nutzung von Papier ist im Jahr 2020 um 70 % im Vergleich zu 2019 gesunken.', 'Der Papierverbrauch wird vermutlich weiter zurückgehen, da Digitalisierungsprozesse im Sprachbetrieb und der Verwaltung fortlaufen.', 'Konkret sind das: Prüfungsunterlagen, Unterrichtsmaterialien, Personalakte, Ablagesystem, Auditierungen und Rechnungswesen.']",class12
916t,"Wir betreiben beispielsweise eigene Blockheizkraftwerke und decken unseren Strom zunehmend über eigene Solaranlagen.context:['Den Klimawandel und seine Folgen zu begrenzen ist ein wichtiges Ziel der internationalen Staatengemeinschaft.', 'Dies gelingt nur, wenn wir uns alle im Rahmen der uns zur Verfügung stehenden Möglichkeiten einbringen.', 'Für uns bedeutet das, dass wir uns in unserer eigenen Geschäftstätigkeit bemühen, unseren ökologischen Fußabdruck sukzessive zu reduzieren.']",class2
917t,"Zentrale Anspruchsgruppen sind Airlines, Geschäftspartner, Medien, Mitarbeiter, Passagiere und Besucher, Politik und Behörden, Region, Verbände und Organisationen.context:['Nur gemeinsam mit allen Anspruchsgruppen kann das Unternehmen kommenden Herausforderungen begegnen.', 'Die für den [ORG] relevanten Stakeholdergruppen wurden im Rahmen eines abteilungsübergreifenden Workshops identifiziert, diskutiert und evaluiert.', 'Die Darstellung der Stakeholdergruppen, des Stakeholderdialogs und der Kanäle, über die dieser Dialog stattfindet, wurde ebenfalls unter Miteinbeziehung von Führungskräften und Mitarbeitenden der relevanten Fachbereiche entwickelt.']",class9
918t,"Die sich daraus ableitbaren Risiken für die Entwicklung der Bank, wie zeitintensivere interne Fortbildung oder Umstrukturierung von Abläufen und Aufgaben, werden als nicht wesentlich eingestuft.context:['Die Förderung sozialer Belange, die Vereinbarkeit von Beruf und Familie sowie die Achtung von Menschenrechten haben einen hohen Stellenwert (s. Kriterien 14ff).', 'Daneben spüren wir erste Auswirkungen eines zunehmenden Fachkräftemangels in Teilbereichen.', 'Spezialistenwissen im Bank- und Nichtbankgeschäft können wir nur bedingt aus den eigenen Reihen decken, die Besetzung entsprechender Stellen dauert heute in Teilen länger als in der Vergangenheit.']",class2
919t,"Darüber hinaus wird die interne Arbeitsanweisung für die Erstellung des Jahresabschlusses um Nachhaltigkeitsaspekte ergänzt.context:['Die Kernaussagen zu Nachhaltigkeit in der Geschäftsstrategie (siehe Kriterium 1) in Verbindung mit den Nachhaltigkeits-Leitplanken (siehe Kriterium 3) bilden die Basis für die Weiterentwicklung des Nachhaltigkeitsmanagements.', 'Erstmals werden wir in 2020 einen Zielwert für den strukturierten Nachhaltigkeits-Kompass (ehemals Nachhaltigkeits-Check) formulieren.', 'Es ist vorgesehen, die Einhaltung jährlich zu überprüfen.']",class6
922t,"Für die Kontrolle zur Umsetzung der Maßnahmen auf der operativen Ebene sind die Fachbereiche zuständig.context:['Die Nachhaltigkeitsstrategie wird permanent angepasst und ist ein Bestandteil der Gesamtstrategie.', 'Verantwortlich für die Überarbeitung der Nachhaltigkeitsstrategie ist das Vorstandssekretariat.', 'Die in der Nachhaltigkeitsstrategie genannten Ziele werden mindestens einmal jährlich, im Kontext der Gesamtstrategie, auf der Führungsebene analysiert.']",class5
923t,"Die [ORG] wird im Rahmen ihrer Klimastrategie mehr Wohneinheiten pro Jahr modernisieren, den Anteil von Vollmodernisierungen erhöhen sowie auf erneuerbare Energien in der Wärmeversorgung setzen.context:['[ORG] hat sich zu weitreichenden Anstrengungen beim Klimaschutz verpflichtet.', 'Bis 2050 wird die [ORG] ihren gesamten Wohnungsbestand klimaneutral entwickeln – und das möglichst ohne zusätzliche Belastungen für die Mieter.', 'Das hat die [ORG] gemeinsam mit dem Land Hessen in einer Zielvereinbarung beschlossen, die im Herbst 2019 im Rahmen einer Landespressekonferenz von der gesamten Geschäftsführung sowie der hessischen Umweltministerin und dem hessischen Wirtschafts-, Energie- und Bauminister unterzeichnet wurde.']",class13
925t,"Hier werden anonymisiert Diskriminierungs-Fälle besprochen, Themen aus dem Unternehmen aufgegriffen und Vorschläge für den Vorstand und/oder den Konzern-Betriebsrat erarbeitet.context:['In diesem wurden die strukturellen Rahmenbedingungen für ein zeitgemäßes Diversitymanagement geschaffen:', 'Seit 2019 hat die [ORG] eine externe Diversity-Beauftragte sowie sechs interne Diversity-Beauftragte im Unternehmen, die zu Diskriminierungsthemen angesprochen werden können.', 'Gemeinsam bilden die externe und internen Diversity-Beauftragte den Diversity-Beirat der [ORG].']",class15
926t,"Der Bebauungsplan soll in 2023 in Kraft treten, so dass Unternehmen, die sich dann im [ORG] ansiedeln, ihre Gebäude zu 80% mit Photovoltaik-Anlagen bebauen.context:['Hierfür haben wir uns folgende Ziele gesetzt:', '[ORG] soll mit erneuerbaren Energien versorgt werden, hierzu wurden mehrere Machbarkeitsstudien beauftragt.', 'Außerdem soll im Bebauungsplan festgelegt werden, dass die ansiedelnden Unternehmen Photovoltaik-Anlagen auf den Dächern installieren und selber Energie erzeugen und vor Ort verwenden.']",class12
927t,"Kundenzufriedenheit und die daraus entstehende stabile positive Bindung an die [ORG] sichern ein nachhaltiges Wachstum.context:['Unser Ziel ist es, die [ORG] als regionale Marktführerin dauerhaft zu positionieren und sie konsequent auf die Herausforderungen der Zukunft vorzubereiten.', 'Dieses Ziel wollen wir erreichen, indem wir den Klimaschutz und das Energiesparen in der Region stärken, unsere Mitarbeiterinnen und Mitarbeiter fördern, unseren Kundinnen und Kunden nachhaltige Produkte und bedarfsorientierte Beratung anbieten und als Finanzinstitut im Ganzen verantwortlich agieren.', 'Dazu gehören für uns eine hohe Kundenorientierung und nachhaltige betriebswirtschaftliche Leistungsfähigkeit in Verbindung mit unserem Engagement für Gesellschaft und Wirtschaft in der Region Hannover.']",class1
928t,"So schaffen wir einen Mehrwert für die Menschen, die hier leben.context:['Mit unserem gesellschaftlichen Engagement fördern wir die nachhaltige Entwicklung unserer Region.', 'Dabei nehmen wir unsere gesellschaftliche Verantwortung in vielfältiger Form wahr.', 'Neben der Durchführung zahlreicher eigener Veranstaltungen fördern wir eine Vielzahl von regionalen Projekten, u. a. durch Spenden und Sponsoring sowie über unsere Sparkassenstiftungen.']",class2
929t,"Die [ORG] hat 2011 im Rahmen ihrer Bemühungen um Nachhaltigkeit eine CO2-Zertifizierung nach dem ACI (Airport International Council) Programm „Airport Carbon Accreditation Scheme“ in der Akkreditierungsstufe Level 1 Mapping erhalten (siehe Kriterium 1).context:['Die Hauptemissionsquellen (Scope 1) sind zum einen stationäre Anlage wie Kraftwerke oder Notstromaggregate mit 25.746 t CO2 im Jahr 2018.', 'Hinzu kommen mobile Quellen, primär Kraftfahrzeuge mit 2.828 t CO2 im Jahr 2018', 'Hinzu kommen indirekte Emissionen (Scope 2) in Form von Stromzukauf in Höhe von 14.268 t CO2 im Jahr 2018.']",class13
930t,"Als Maßnahme im Rahmen der Klimastrategie ist die [ORG] seit Anfang 2021 durch Kompensation von Restemissionen in Bezug auf den eigenen Geschäftsbetrieb ein klimaneutraler Asset-Manager.context:['Diese Ziele wurden in einem Materiality-Prozess durch das ESG Management Committee ermittelt.', 'Über die Basis für diese Priorisierung wird aus wettbewerbsstrategischen Gründen zum gegenwärtigen Zeitpunkt nicht berichtet.', 'Darin ist eine Vielzahl von Maßnahmen für unseren Geschäftsbetrieb und für unsere Produkte definiert.']",class3
931t,"Zudem unterstützt die [ORG] Aktionen der „Station Natur und Umwelt“, viele Sportvereine, den Schwebebahnlauf, den Karnevalsumzug, die Wuppertaler Tafel sowie weitere andere Aktionen im gesamten Stadtgebiet.context:['Nachdem dieser aufgrund von Bauarbeiten entfernt werden musste und eine Neuinstallation wegen der aktuellen Anforderungen nicht mehr möglich war, hat die [ORG] einen neuen, den aktuellen Anforderungen entsprechenden Trinkbrunnen inklusive einer Trinkschale für Hunde installiert.', 'Da es sich um den ersten Trinkbrunnen in Wuppertal handelt und er eine entsprechende Strahlkraft hat, ist die Installation von mehreren Trinkbrunnen im Wuppertaler Stadtgebiet in alle Kommunalwahlprogramme der Parteien aufgenommen worden.', 'Diese sollen in der jetzigen Legislaturperiode installiert werden.']",class18
932t,"Eine Steuerung über Ziele mit Zeitbezug (z. B. Erreichung eine Fluktuationsrate i. H. v. X Prozent in einem Jahr oder über einen längerfristigen Zeitraum) erfolgt nicht.context:['In die Strategieentwicklung ist der Vorstand der Bank eingebunden.', 'Durch den jährlichen Personalbericht werden der Vorstand und die Mitarbeiterinnen und Mitarbeiter über den Entwicklungsstand informiert.', 'Eine hohe Mitarbeiterzufriedenheit, eine lange Betriebszugehörigkeit, niedrige Fluktuationsraten und Krankenstände zeigen, dass die Personalstrategie der Bank greift.']",class14
933t,"Der Vorstandsbereich koordiniert im Zusammenwirken mit der Abteilung Unternehmenssteuerung alle Aktivitäten in diesem Zusammenhang und es wird ein Reporting zur Zielerreichung durchgeführt.context:['Die Geschäftsstrategie wird durch den Vorstand im Rahmen eines bereits implementierten, regelhaften Prozesses mindestens einmal jährlich überprüft.', 'Dabei werden direkt dem Vorstand unterstellte Führungskräfte einbezogen.', 'Die Maßnahmen zur Erreichung der in der Geschäftsstrategie festgelegten Ziele werden durch die jeweiligen Fachbereiche umgesetzt.']",class6
